State,year,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,LSAD,ALAND,AWATER,variable,light_gini,top_10_sh,Gini,Top10_adj,Top5_adj,Top1_adj,top_5_sh,top_1_sh
Nebraska,1990,31,01779792,0400000US31,31,NE,00,198956658395,1371829134,lpp_1990,0.582019605686021,45.2182052562967,0.565731525,34.54799652,23.40475082,11.6789341,31.329941136926,10.8826529574786
Nebraska,1995,31,01779792,0400000US31,31,NE,00,198956658395,1371829134,lpp_1995,0.586095000758655,46.3930845526442,0.559836328,35.03451538,24.88181114,11.91487312,32.7772705476141,12.3266623377103
Nebraska,2000,31,01779792,0400000US31,31,NE,00,198956658395,1371829134,lpp_2000,0.470633843870146,35.0781603908196,0.582527876,39.24782181,29.41687584,16.80142593,23.4375229752707,8.08553720711716
Nebraska,2005,31,01779792,0400000US31,31,NE,00,198956658395,1371829134,lpp_2005,0.471805177289116,36.08789629789,0.600915849,36.62734222,27.37232971,15.24393654,24.7382735410413,9.11028163686638
Nebraska,2010,31,01779792,0400000US31,31,NE,00,198956658395,1371829134,lpp_2010,0.454342532253954,32.9653072497748,0.584542096,39.62539291,28.50172424,15.55540657,21.4299426215666,7.02101357873669
Nevada,1990,32,01779793,0400000US32,32,NV,00,284329506470,2047206072,lpp_1990,0.716721538295441,55.1004050473404,0.582232296,46.21365356,35.05007172,21.59725952,37.8633097810259,13.3569375176487
Nevada,1995,32,01779793,0400000US32,32,NV,00,284329506470,2047206072,lpp_1995,0.73825056052621,59.5007812706613,0.586831391,44.80424881,34.23681641,20.6112957,42.02329613985,16.0123859879507
Nevada,2000,32,01779793,0400000US32,32,NV,00,284329506470,2047206072,lpp_2000,0.697318027342547,54.1664233945514,0.620887399,51.40844345,41.74882889,28.56466866,39.7128504031252,15.5036837618863
Nevada,2005,32,01779793,0400000US32,32,NV,00,284329506470,2047206072,lpp_2005,0.68996186192987,54.030973298035,0.626249254,56.96257019,47.87261963,33.2954483,39.7788769906729,16.0031514669923
Nevada,2010,32,01779793,0400000US32,32,NV,00,284329506470,2047206072,lpp_2010,0.708691984266698,54.6754632416854,0.681822836,52.25811005,39.70112228,25.16065788,39.6775799506124,14.8200973635217
New Hampshire,1990,33,01779794,0400000US33,33,NH,00,23189413166,1026675248,lpp_1990,0.419180426885961,35.2534622448703,0.542898297,37.08127213,25.77748871,12.60309792,24.878103399977,8.75646274956089
New Hampshire,1995,33,01779794,0400000US33,33,NH,00,23189413166,1026675248,lpp_1995,0.479517878168146,40.6908357533808,0.550954282,40.25299835,28.22729301,13.8269558,28.3862578604014,8.83721587685709
New Hampshire,2000,33,01779794,0400000US33,33,NH,00,23189413166,1026675248,lpp_2000,0.527633454306433,41.1042612044169,0.591769755,48.29826355,37.5232811,22.31632805,28.2294177885007,11.2983619761596
New Hampshire,2005,33,01779794,0400000US33,33,NH,00,23189413166,1026675248,lpp_2005,0.512654596850861,39.3207483887414,0.552024007,42.81076431,32.47338104,18.00499535,26.5983061927775,10.5376301050642
New Hampshire,2010,33,01779794,0400000US33,33,NH,00,23189413166,1026675248,lpp_2010,0.522667310770906,39.7519272171788,0.582541764,43.1594162,32.45575714,17.60407066,26.6637037864771,10.1599109351887
New Jersey,1990,34,01779795,0400000US34,34,NJ,00,19047825980,3544860246,lpp_1990,0.670598214924684,60.0059247614823,0.565702021,41.92394638,29.6882515,15.65705395,53.5822037061116,45.6495849588929
New Jersey,1995,34,01779795,0400000US34,34,NJ,00,19047825980,3544860246,lpp_1995,0.683558196467959,61.7737449952516,0.574222445,43.65383911,30.40461731,15.69568729,55.5595708371926,47.5672983145272
New Jersey,2000,34,01779795,0400000US34,34,NJ,00,19047825980,3544860246,lpp_2000,0.71161746609108,59.3854734696957,0.622350574,50.77050018,40.04371643,24.0111351,44.8813989513175,20.1747385706759
New Jersey,2005,34,01779795,0400000US34,34,NJ,00,19047825980,3544860246,lpp_2005,0.716662472739549,60.7467553290111,0.577320933,46.82162476,38.16667557,20.77327728,46.8306349338963,22.2189298682116
New Jersey,2010,34,01779795,0400000US34,34,NJ,00,19047825980,3544860246,lpp_2010,0.713699497109862,59.1263717305358,0.623285711,47.21899414,37.8635025,20.26957893,44.2069925477057,19.035761200423
New Mexico,1990,35,00897535,0400000US35,35,NM,00,314196306401,728776523,lpp_1990,0.711835896347905,58.9961200801286,0.581116617,37.89834976,24.1912632,10.25579453,44.3655934696733,18.7079702821743
New Mexico,1995,35,00897535,0400000US35,35,NM,00,314196306401,728776523,lpp_1995,0.707904110561789,57.4490535310054,0.565721929,38.11543274,26.11619759,10.46284103,42.5599949248602,16.0328208455014
New Mexico,2000,35,00897535,0400000US35,35,NM,00,314196306401,728776523,lpp_2000,0.630313240112045,48.2109382059764,0.552921534,33.27251816,22.87236214,10.12475395,34.8952602672563,13.8409552248615
New Mexico,2005,35,00897535,0400000US35,35,NM,00,314196306401,728776523,lpp_2005,0.615784798185086,46.8969675930033,0.647434652,42.48044586,30.99980736,15.62822914,33.7010609696223,13.2971421235657
New Mexico,2010,35,00897535,0400000US35,35,NM,00,314196306401,728776523,lpp_2010,0.615702035416529,45.2626028727138,0.589547992,44.6751709,30.59313583,14.74252415,31.5310080242202,11.7204316041682
New York,1990,36,01779796,0400000US36,36,NY,00,122049149763,19246994695,lpp_1990,0.462380447035579,38.4060272863217,0.591690779,42.66050339,31.38759041,18.11502266,29.2642965891127,16.9662109456625
New York,1995,36,01779796,0400000US36,36,NY,00,122049149763,19246994695,lpp_1995,0.469958649449499,39.4083962723956,0.605003178,46.50513458,34.80534363,19.086689,30.1191450538195,16.8267881732986
New York,2000,36,01779796,0400000US36,36,NY,00,122049149763,19246994695,lpp_2000,0.508086215712828,38.6325559837645,0.643285513,54.39252853,43.6187439,28.07908058,26.7535370695883,11.3975148280707
New York,2005,36,01779796,0400000US36,36,NY,00,122049149763,19246994695,lpp_2005,0.507966483300874,38.9794392906849,0.646464646,56.45971298,46.49152756,30.2491684,27.2431399819663,12.0856266004297
New York,2010,36,01779796,0400000US36,36,NY,00,122049149763,19246994695,lpp_2010,0.503965635053951,37.6222387870779,0.684081972,56.42486954,46.04414749,30.17146873,25.4936512622292,10.3207589219912
North Carolina,1990,37,01027616,0400000US37,37,NC,00,125923656064,13466071395,lpp_1990,0.349026804465519,28.2496509698856,0.543725967,36.84093475,24.65330887,11.34039497,18.5463348700823,7.19869613986379
North Carolina,1995,37,01027616,0400000US37,37,NC,00,125923656064,13466071395,lpp_1995,0.364483876121091,30.2141673789909,0.540415883,38.20843887,26.95218086,12.51707745,20.3791756235952,8.25998373922686
North Carolina,2000,37,01027616,0400000US37,37,NC,00,125923656064,13466071395,lpp_2000,0.545646366698504,43.7489659227097,0.562763333,40.95097733,29.99320602,15.3678112,31.3715651588884,14.1719111897411
North Carolina,2005,37,01027616,0400000US37,37,NC,00,125923656064,13466071395,lpp_2005,0.554180942028884,45.2039972746936,0.602133632,43.11145401,31.90581131,17.04260063,32.9888972893336,15.7370416535141
North Carolina,2010,37,01027616,0400000US37,37,NC,00,125923656064,13466071395,lpp_2010,0.543070337967683,43.3281984422248,0.58449775,43.76691055,30.17993164,14.43477345,30.8174367998552,13.3526724628508
North Dakota,1990,38,01779797,0400000US38,38,ND,00,178707534813,4403267548,lpp_1990,0.447658037286217,32.3491782789809,0.560771763,33.85223007,21.53794479,9.36986351,21.0836347511617,7.65988113510178
North Dakota,1995,38,01779797,0400000US38,38,ND,00,178707534813,4403267548,lpp_1995,0.459142839524516,34.3141402517477,0.552877069,35.50508499,24.70370293,10.1655283,22.7893372766378,8.60510438508424
North Dakota,2000,38,01779797,0400000US38,38,ND,00,178707534813,4403267548,lpp_2000,0.486301984077287,35.7725172752936,0.55314672,35.10310364,24.95816803,12.47274208,24.0429996951191,8.17210579518927
North Dakota,2005,38,01779797,0400000US38,38,ND,00,178707534813,4403267548,lpp_2005,0.478040278540948,36.0938513116272,0.607067227,35.98264313,26.48218727,13.23054981,24.5435256476305,8.78312592924808
North Dakota,2010,38,01779797,0400000US38,38,ND,00,178707534813,4403267548,lpp_2010,0.452744416737122,32.985094251505,0.573903501,39.06774521,28.69032288,14.94877243,21.0163033033629,6.22680796355779
Ohio,1990,39,01085497,0400000US39,39,OH,00,105828882568,10268850702,lpp_1990,0.337234909850253,25.7266279740476,0.533169925,35.83876801,24.38580704,11.896101,16.3092576774535,5.69025763577242
Ohio,1995,39,01085497,0400000US39,39,OH,00,105828882568,10268850702,lpp_1995,0.335500560709869,25.3925185360114,0.530594409,37.84558105,26.99554634,12.81515884,15.8459677128905,5.29335138856442
Ohio,2000,39,01085497,0400000US39,39,OH,00,105828882568,10268850702,lpp_2000,0.5312476448517,41.0469687522167,0.541358948,38.73976517,28.21664619,14.30183315,29.0508045160964,12.4649779503626
Ohio,2005,39,01085497,0400000US39,39,OH,00,105828882568,10268850702,lpp_2005,0.545269846978885,43.3545745735377,0.5728845,40.51033783,29.87994957,15.85820484,31.5961558612275,14.5403120308821
Ohio,2010,39,01085497,0400000US39,39,OH,00,105828882568,10268850702,lpp_2010,0.525151303536318,40.1177350328255,0.559851527,43.39871216,30.09289742,14.88136673,28.058151282693,11.4696312231875
Oklahoma,1990,40,01102857,0400000US40,40,OK,00,177662925723,3374587997,lpp_1990,0.550832120396474,44.7208156876486,0.582168758,37.41993713,24.7578125,11.84765148,32.1196082258011,13.3572418551443
Oklahoma,1995,40,01102857,0400000US40,40,OK,00,177662925723,3374587997,lpp_1995,0.536497144230792,43.9624526625191,0.563875973,37.19319916,26.01637077,11.30044174,31.1592857031228,12.5303972424449
Oklahoma,2000,40,01102857,0400000US40,40,OK,00,177662925723,3374587997,lpp_2000,0.544163629505308,41.4760232828824,0.571698487,39.01453781,28.52482605,15.15265465,29.6660137402482,12.444933479231
Oklahoma,2005,40,01102857,0400000US40,40,OK,00,177662925723,3374587997,lpp_2005,0.539865905271639,40.7656778229076,0.636758566,41.01033783,31.5306282,17.73981857,29.157075946037,12.5089441603875
Oklahoma,2010,40,01102857,0400000US40,40,OK,00,177662925723,3374587997,lpp_2010,0.529012815519147,38.929840724762,0.592691958,42.52310181,30.53745651,16.21049881,27.0257956349405,10.6097420853026
Oregon,1990,41,01155107,0400000US41,41,OR,00,248606993270,6192386935,lpp_1990,0.758552796541389,67.7758054960605,0.553264797,38.01124954,26.02112389,12.19739437,53.1066245779643,26.9705717317631
Oregon,1995,41,01155107,0400000US41,41,OR,00,248606993270,6192386935,lpp_1995,0.716679224293022,61.6401492185955,0.549995601,38.74062729,27.21508217,12.49731255,46.0889250404174,21.505010814276
Oregon,2000,41,01155107,0400000US41,41,OR,00,248606993270,6192386935,lpp_2000,0.573782613739377,42.4546003781261,0.583355784,43.59756088,32.46315384,17.62432671,29.7708140371254,12.8587714519813
Oregon,2005,41,01155107,0400000US41,41,OR,00,248606993270,6192386935,lpp_2005,0.573507093990595,42.907145845838,0.587946177,43.95295715,32.17018127,16.90775108,30.440489328401,13.4663180026541
Oregon,2010,41,01155107,0400000US41,41,OR,00,248606993270,6192386935,lpp_2010,0.575779178936608,41.8347318884721,0.582882047,46.08123398,31.3375721,14.73780155,28.5333454330671,11.542102758109
Pennsylvania,1990,42,01779798,0400000US42,42,PA,00,115884442321,3394589990,lpp_1990,0.40411412077483,32.4767171048133,0.553677022,38.67087936,27.1218605,13.37345982,22.6557109101316,10.6985658013382
Pennsylvania,1995,42,01779798,0400000US42,42,PA,00,115884442321,3394589990,lpp_1995,0.380915069507396,30.9288396924956,0.55627811,41.31743622,29.40906906,14.36248207,21.1570542082014,9.53636379887685
Pennsylvania,2000,42,01779798,0400000US42,42,PA,00,115884442321,3394589990,lpp_2000,0.518722318911631,39.6912536674987,0.579463124,44.49676514,33.22534561,18.08916473,27.3490979015865,11.2101901523561
Pennsylvania,2005,42,01779798,0400000US42,42,PA,00,115884442321,3394589990,lpp_2005,0.525548183406987,40.6217644056842,0.594698012,44.75362015,33.46752548,18.71485138,28.340862411291,12.3444821384181
Pennsylvania,2010,42,01779798,0400000US42,42,PA,00,115884442321,3394589990,lpp_2010,0.526405881431245,39.7905270579248,0.591243804,45.3717041,32.96182632,17.19416618,27.1548438751673,10.8400723080079
Rhode Island,1990,44,01219835,0400000US44,44,RI,00,2677779902,1323670487,lpp_1990,0.358948532931763,24.5047770825372,0.537900746,38.32749176,26.68239975,12.75273991,15.0968682493959,6.21195596054668
Rhode Island,1995,44,01219835,0400000US44,44,RI,00,2677779902,1323670487,lpp_1995,0.347043891463101,25.3024694704685,0.547735393,40.05181122,28.07044792,13.28504467,16.501809325105,7.15765641590001
Rhode Island,2000,44,01219835,0400000US44,44,RI,00,2677779902,1323670487,lpp_2000,0.619568271441841,51.3801347510869,0.571034074,46.72400284,34.62342834,18.95537567,38.8348711314344,15.7468441900008
Rhode Island,2005,44,01219835,0400000US44,44,RI,00,2677779902,1323670487,lpp_2005,0.616745194381266,51.5468591466898,0.573746562,44.81993103,32.48540878,17.35535431,39.1578385236002,16.1300387888755
Rhode Island,2010,44,01219835,0400000US44,44,RI,00,2677779902,1323670487,lpp_2010,0.629596755142269,52.3588064237028,0.578736603,43.22338486,30.65126801,15.54624653,39.4062130399519,16.3378652998447
South Carolina,1990,45,01779799,0400000US45,45,SC,00,77864918488,5075218778,lpp_1990,0.579593973750873,52.0079407521948,0.5447914,36.66424179,23.77857208,10.70872974,44.4549501488127,34.8081837460202
South Carolina,1995,45,01779799,0400000US45,45,SC,00,77864918488,5075218778,lpp_1995,0.53846165035885,47.5031305429753,0.543730199,39.64260483,27.79899216,12.47297478,39.2934273349391,28.9479737914976
South Carolina,2000,45,01779799,0400000US45,45,SC,00,77864918488,5075218778,lpp_2000,0.562028021234193,43.878209015952,0.553570986,40.59830856,29.38254356,14.84291744,31.218098436345,13.7557605231661
South Carolina,2005,45,01779799,0400000US45,45,SC,00,77864918488,5075218778,lpp_2005,0.558327164747623,43.845224076916,0.621981025,44.67543793,33.28454971,17.74056625,31.289248486775,14.085220432559
South Carolina,2010,45,01779799,0400000US45,45,SC,00,77864918488,5075218778,lpp_2010,0.558274412024295,42.9122816541233,0.576096117,45.68783951,31.44188309,14.96870518,29.8060315908618,12.1931329568015
South Dakota,1990,46,01785534,0400000US46,46,SD,00,196346981786,3382720225,lpp_1990,0.627670989553101,48.4897513176043,0.581433713,33.64033508,22.69465637,11.20585728,33.1733299984847,11.7590521695109
South Dakota,1995,46,01785534,0400000US46,46,SD,00,196346981786,3382720225,lpp_1995,0.621733372094256,47.7614600137045,0.581306517,37.04746246,26.97017097,13.43123722,33.830099419686,13.2039348104298
South Dakota,2000,46,01785534,0400000US46,46,SD,00,196346981786,3382720225,lpp_2000,0.460242680307135,33.9264852500404,0.578566849,37.96508026,28.48955727,15.85174084,22.6190612695518,7.68943724843983
South Dakota,2005,46,01785534,0400000US46,46,SD,00,196346981786,3382720225,lpp_2005,0.469939725574452,35.305125017954,0.636625111,38.48455429,29.865242,16.93817329,23.852040017715,8.48152635370364
South Dakota,2010,46,01785534,0400000US46,46,SD,00,196346981786,3382720225,lpp_2010,0.417539754895664,30.3404898795931,0.599277914,39.34673691,28.76229858,15.82614326,19.5951337575132,6.2204703170294
Tennessee,1990,47,01325873,0400000US47,47,TN,00,106802728188,2350123465,lpp_1990,0.389101706929588,31.3653334129003,0.570046246,39.30186844,26.38717842,12.74086857,21.5624877295182,9.33319696754477
Tennessee,1995,47,01325873,0400000US47,47,TN,00,106802728188,2350123465,lpp_1995,0.38315396889796,31.463628660819,0.561105728,41.04058075,29.59336472,14.57449532,21.7773549082653,9.64092259529531
Tennessee,2000,47,01325873,0400000US47,47,TN,00,106802728188,2350123465,lpp_2000,0.549661543726215,43.8318125983263,0.571156144,42.06844711,31.28730583,16.8458252,31.5912027180814,14.3447339668947
Tennessee,2005,47,01325873,0400000US47,47,TN,00,106802728188,2350123465,lpp_2005,0.547756728530577,44.1784537214584,0.622592211,44.03669357,33.65357208,18.76064873,32.1675877869205,15.3157205517812
Tennessee,2010,47,01325873,0400000US47,47,TN,00,106802728188,2350123465,lpp_2010,0.543807012632289,43.0282051960201,0.595159471,45.65665436,32.9127388,17.1740284,30.5767458584512,13.2243701274705
Texas,1990,48,01779801,0400000US48,48,TX,00,676653171537,19006305260,lpp_1990,0.693357569920417,60.1395049698074,0.621660411,41.10449982,29.31825256,14.88413334,47.3685153002969,22.9280374844823
Texas,1995,48,01779801,0400000US48,48,TX,00,676653171537,19006305260,lpp_1995,0.687184935849344,59.4891346900868,0.596627772,41.75802231,29.95871162,14.92510891,46.2642260390366,22.2508731142675
Texas,2000,48,01779801,0400000US48,48,TX,00,676653171537,19006305260,lpp_2000,0.596393217797145,46.0619181102536,0.617575526,45.08607483,34.5292778,20.08795929,33.6120257106612,14.4926492712311
Texas,2005,48,01779801,0400000US48,48,TX,00,676653171537,19006305260,lpp_2005,0.587089418133032,45.3956335959214,0.640543342,47.2510376,36.65343475,21.89683533,33.3794179803481,14.9935400567113
Texas,2010,48,01779801,0400000US48,48,TX,00,676653171537,19006305260,lpp_2010,0.600015162215289,45.5375029908006,0.630670428,47.78161621,36.17933273,20.50514984,32.4845668510703,13.1646474385418
Utah,1990,49,01455989,0400000US49,49,UT,00,212886221680,6998824394,lpp_1990,0.741648397383377,61.9403065712334,0.561893702,35.48827362,24.15972519,11.97613239,45.4364475356633,19.5085401248178
Utah,1995,49,01455989,0400000US49,49,UT,00,212886221680,6998824394,lpp_1995,0.763032519465388,64.279814402845,0.564970732,38.87862015,27.94089127,14.12362576,48.9979746392895,21.536045971847
Utah,2000,49,01455989,0400000US49,49,UT,00,212886221680,6998824394,lpp_2000,0.653919847919524,50.0693556581376,0.57365936,40.3454361,30.06054688,16.66868591,36.3036505338594,15.2768920312601
Utah,2005,49,01455989,0400000US49,49,UT,00,212886221680,6998824394,lpp_2005,0.643860903188932,49.0779284521984,0.591664791,42.13381195,32.00379562,18.48635292,36.1196557710343,15.5903942348064
Utah,2010,49,01455989,0400000US49,49,UT,00,212886221680,6998824394,lpp_2010,0.625175079455127,45.3816886809148,0.591796398,42.22303009,29.52601624,15.3477087,31.4821823832791,11.7424645654809
Vermont,1990,50,01779802,0400000US50,50,VT,00,23874175944,1030416650,lpp_1990,0.419953693835647,33.4855186408944,0.539698362,36.09885788,23.97109795,10.44162655,23.2511917004949,10.2220526469408
Vermont,1995,50,01779802,0400000US50,50,VT,00,23874175944,1030416650,lpp_1995,0.40036590054156,32.9634348966931,0.54875505,37.45729065,25.76279259,10.74817276,23.3223862473775,10.2616404432857
Vermont,2000,50,01779802,0400000US50,50,VT,00,23874175944,1030416650,lpp_2000,0.463639437411046,35.4043782205733,0.563124895,42.73780823,31.31676102,16.00169563,23.3535344306367,9.06926650699824
Vermont,2005,50,01779802,0400000US50,50,VT,00,23874175944,1030416650,lpp_2005,0.457843682834567,34.9858280270963,0.593287289,42.28977966,31.04524803,16.30885506,23.0477623063936,9.06859051558627
Vermont,2010,50,01779802,0400000US50,50,VT,00,23874175944,1030416650,lpp_2010,0.458491427884922,34.4223462098777,0.573493421,41.38899231,28.01208878,13.05603409,22.4197648872081,8.40353208391139
Virginia,1990,51,01779803,0400000US51,51,VA,00,102257717110,8528531774,lpp_1990,0.406368927882611,32.4117702646471,0.544876039,35.25965881,23.66926384,10.62541199,22.8860575572077,11.6908657856332
Virginia,1995,51,01779803,0400000US51,51,VA,00,102257717110,8528531774,lpp_1995,0.374678038772716,29.7004810258046,0.543145716,38.82070541,26.36948013,11.72692966,19.8497487851219,8.01770771573054
Virginia,2000,51,01779803,0400000US51,51,VA,00,102257717110,8528531774,lpp_2000,0.533785262731501,41.4319036072264,0.576738477,43.22906876,31.82081223,16.51171684,28.968474765294,12.6501733885239
Virginia,2005,51,01779803,0400000US51,51,VA,00,102257717110,8528531774,lpp_2005,0.542796745497529,42.997003437212,0.553902507,41.74227524,32.19615173,17.12413216,30.7018894418498,14.2064701288198
Virginia,2010,51,01779803,0400000US51,51,VA,00,102257717110,8528531774,lpp_2010,0.533893921855318,41.433931681953,0.590557694,42.06262589,31.97602654,15.75597858,28.7057504495302,11.8657701186796
Washington,1990,53,01779804,0400000US53,53,WA,00,172112588220,12559278850,lpp_1990,0.675109708946407,52.0777102255019,0.549711168,38.74940109,27.33308792,13.64412403,36.5504370976034,13.8992952268608
Washington,1995,53,01779804,0400000US53,53,WA,00,172112588220,12559278850,lpp_1995,0.692059524049562,55.478546943744,0.546283007,40.76052856,28.7837677,14.29851913,39.5713622297808,15.426692575738
Washington,2000,53,01779804,0400000US53,53,WA,00,172112588220,12559278850,lpp_2000,0.61425172955082,45.1468232560456,0.601327419,49.75726318,39.04201508,24.67556953,31.7628475712705,13.0880191751821
Washington,2005,53,01779804,0400000US53,53,WA,00,172112588220,12559278850,lpp_2005,0.593900737865509,43.732972154648,0.563275754,44.84435654,34.2624321,19.68507957,31.4727498131261,14.0884483146371
Washington,2010,53,01779804,0400000US53,53,WA,00,172112588220,12559278850,lpp_2010,0.60176853272383,43.0831987628893,0.591880679,43.18135834,31.77438927,16.43059921,29.4136669418342,11.6341727586075
West Virginia,1990,54,01779805,0400000US54,54,WV,00,62266474513,489028543,lpp_1990,0.410569690895056,32.5221669325778,0.535549223,40.21434021,25.63479614,11.90504551,21.4768359809239,7.2700025774172
West Virginia,1995,54,01779805,0400000US54,54,WV,00,62266474513,489028543,lpp_1995,0.397178276610136,32.034519270685,0.532104135,42.50003433,28.28948975,11.75021744,21.3856057431809,7.87902984537766
West Virginia,2000,54,01779805,0400000US54,54,WV,00,62266474513,489028543,lpp_2000,0.548437505835898,43.0398649080609,0.526313365,40.20957947,27.99050903,13.27808571,30.0544165474533,12.1100154535007
West Virginia,2005,54,01779805,0400000US54,54,WV,00,62266474513,489028543,lpp_2005,0.534782337266778,41.6553327120484,0.602713168,43.90084457,31.85221863,14.97303677,28.8536327236384,11.8329716470954
West Virginia,2010,54,01779805,0400000US54,54,WV,00,62266474513,489028543,lpp_2010,0.546946661258455,42.3417131525599,0.543013096,44.82867432,30.45448685,14.42978382,29.0406694207745,10.9891826193158
Wisconsin,1990,55,01779806,0400000US55,55,WI,00,140290039723,29344951758,lpp_1990,0.38173037807374,30.2996635770338,0.537202835,36.41716003,24.73833466,11.92450905,19.8770172095468,7.12285656994809
Wisconsin,1995,55,01779806,0400000US55,55,WI,00,140290039723,29344951758,lpp_1995,0.388041303982916,31.3695320684972,0.536680043,38.33045197,26.98907471,13.01534748,21.0161577890594,7.89185499973847
Wisconsin,2000,55,01779806,0400000US55,55,WI,00,140290039723,29344951758,lpp_2000,0.41723011107264,30.8622888037218,0.549108744,39.97334671,29.40760803,15.83261967,20.1384449401577,7.37785398082774
Wisconsin,2005,55,01779806,0400000US55,55,WI,00,140290039723,29344951758,lpp_2005,0.429003405429813,32.5441013758037,0.565248251,40.63584518,29.89362526,16.4792614,21.9036052878484,8.67804973227197
Wisconsin,2010,55,01779806,0400000US55,55,WI,00,140290039723,29344951758,lpp_2010,0.421697429772959,30.9756207955574,0.57542032,42.70709991,29.92406464,15.76768017,20.1165275189964,7.29403402441439
Wyoming,1990,56,01779807,0400000US56,56,WY,00,251458544898,1867670745,lpp_1990,0.665245534370242,49.4578760304702,0.586662054,35.03551483,24.64068604,13.72440243,33.2500828342208,12.4580698605518
Wyoming,1995,56,01779807,0400000US56,56,WY,00,251458544898,1867670745,lpp_1995,0.68937040671829,53.3498082841324,0.596647561,39.14816284,28.8614521,15.97813988,36.8352922978501,14.1162426144909
Wyoming,2000,56,01779807,0400000US56,56,WY,00,251458544898,1867670745,lpp_2000,0.548299193880666,41.6055035709176,0.639612675,50.69696808,41.69711685,29.6030941,28.8475226637068,10.3915549528415
Wyoming,2005,56,01779807,0400000US56,56,WY,00,251458544898,1867670745,lpp_2005,0.562573013789364,43.464478238256,0.631295323,49.28145599,41.060112,28.52307129,30.9418099673943,11.8354601320197
Wyoming,2010,56,01779807,0400000US56,56,WY,00,251458544898,1867670745,lpp_2010,0.541199044236788,40.2644824330771,0.655813515,49.515625,40.26779175,28.47088814,27.6070493921203,9.50974927272768
Alabama,2015,01,01779775,0400000US01,01,AL,00,131174048583,4593327154,lpp_2010,0.692686342113198,62.1970514679708,0.586106181,47.60808945,32.12480545,15.88838291,53.2375801688101,37.5620734534101
Alaska,2015,02,01785533,0400000US02,02,AK,00,1478839695958,245481577452,lpp_2010,0.871456766064762,83.075242145662,0.561481714,33.77056885,24.86994362,11.38982868,72.2622466443937,39.7010494827927
Arizona,2015,04,01779777,0400000US04,04,AZ,00,294198551143,1027337603,lpp_2010,0.842149525682309,79.263664230975,0.618825972,49.96220398,35.34072495,17.94118118,71.2740278074346,50.2656005617135
Arkansas,2015,05,00068085,0400000US05,05,AR,00,134768872727,2962859592,lpp_2010,0.673594395613243,59.4245788561803,0.610305846,49.5913887,34.56990051,18.92578697,49.9045544194304,33.8581413820216
California,2015,06,01779778,0400000US06,06,CA,00,403503931312,20463871877,lpp_2010,0.877274736292033,83.331004710633,0.675258696,53.95410919,42.52674866,25.52716446,75.4510752367265,55.4640772899858
Colorado,2015,08,01779779,0400000US08,08,CO,00,268422891711,1181621593,lpp_2010,0.813258282503193,74.9790459731654,0.614277899,45.8440361,35.19734573,18.61975861,65.9051415968818,45.0822698291726
Connecticut,2015,09,01779780,0400000US09,09,CT,00,12542497068,1815617571,lpp_2010,0.802724537318609,76.1078227767471,0.681213021,55.157444,43.76102448,28.36521149,69.0259607447603,52.2113510252777
Delaware,2015,10,01779781,0400000US10,10,DE,00,5045925646,1399985648,lpp_2010,0.774195811511982,73.071692222468,0.576137662,42.91289139,30.53978729,14.81779194,65.5119352652652,48.7526270069202
District of Columbia,2015,11,01702382,0400000US11,11,DC,00,158340391,18687198,lpp_2010,0.882697612469666,88.7865902440113,0.648263037,53.31921005,40.79743576,24.37297249,80.540166387799,50.3387887170959
Florida,2015,12,00294478,0400000US12,12,FL,00,138949136250,31361101223,lpp_2010,0.803120348212433,75.6082532414662,0.697941005,61.53539658,47.77340317,30.4158287,67.4365654077267,47.3197758622221
Georgia,2015,13,01705317,0400000US13,13,GA,00,149482048342,4422936154,lpp_2010,0.717413984907727,64.8206944960787,0.629702628,50.13753128,36.33174896,18.9299984,56.1324797779336,40.0940400166277
Hawaii,2015,15,01779782,0400000US15,15,HI,00,16633990195,11777809026,lpp_2010,0.911063215572318,88.5773754799248,0.571040869,37.07837296,25.79829025,12.1990099,79.2849724226197,54.8131945789903
Idaho,2015,16,01779783,0400000US16,16,ID,00,214049787659,2391722557,lpp_2010,0.7573558160526,68.3944136237302,0.620109618,42.78870392,29.76689148,15.27206802,58.4325224531395,37.4463521592564
Illinois,2015,17,01779784,0400000US17,17,IL,00,143780567633,6214824948,lpp_2010,0.748930942216465,68.1941408270549,0.63366884,50.78619003,39.29818726,22.60239983,59.4245916783861,40.1029046966946
Indiana,2015,18,00448508,0400000US18,18,IN,00,92789302676,1538002829,lpp_2010,0.756798511159186,70.1744015427563,0.579036891,42.34760284,29.27388,14.75801468,62.2259984504318,43.8741305484168
Iowa,2015,19,01779785,0400000US19,19,IA,00,144661267977,1084180812,lpp_2010,0.648760573848252,55.9858708023317,0.563983798,37.67845917,26.27234459,12.62641525,46.5967265598192,30.5282104263916
Kansas,2015,20,00481813,0400000US20,20,KS,00,211755344060,1344141205,lpp_2010,0.725754934828893,64.8229825728745,0.603043318,41.07477188,29.98949623,15.88618565,55.1198496947377,35.7591922233117
Kentucky,2015,21,01779786,0400000US21,21,KY,00,102279490672,2375337755,lpp_2010,0.697318761389313,63.5668442404148,0.581737041,47.52729034,31.80819511,15.75488091,55.6496182242678,40.1756426107681
